Customer_ID,Age,Gender,Annual_Income,Total_Spent,Num_Purchases,Avg_Purchase_Value,Preferred_Style,Preferred_Color,Loyalty_Program_Member,Preferred_Shopping_Day,Online_vs_InStore,Coupon_Usage_Frequency,Time_Since_Last_Purchase_Days,Last_Purchase_Category,Loyalty_Points_Accumulated,Store_Visits_Per_Month,Customer_Since
CUST0411,30,Male,46775,3061.5,39,78.5,Formal,Blue,1,Monday,Online,Never,11,Home Decor,8171,10,2023-06-16
CUST0412,18,Other,35803,2223.57,57,39.01,Casual,Black,1,Friday,InStore,Often,74,Footwear,8141,3,2020-05-22
CUST0413,33,Other,83037,5978.92,38,157.34,Bohemian,Blue,0,Saturday,InStore,Sometimes,70,Clothing,1029,6,2020-10-31
CUST0414,64,Male,35727,3329.28,68,48.96,Vintage,Yellow,1,Sunday,Online,Never,87,Accessories,6316,10,2023-07-05
CUST0415,23,Female,31848,2549.36,88,28.97,Casual,Blue,1,Friday,Online,Sometimes,79,Footwear,6095,3,2020-06-20
CUST0416,57,Other,36898,2444.4,63,38.8,Vintage,Black,1,Sunday,InStore,Rarely,24,Beauty,2248,10,2022-11-21
CUST0417,27,Other,48845,2394.4,40,59.86,Formal,White,1,Monday,Online,Often,20,Electronics,259,3,2022-05-05
CUST0418,58,Other,34406,4516.2,90,50.18,Vintage,Green,1,Sunday,InStore,Rarely,72,Beauty,881,7,2020-05-05
CUST0419,20,Female,21967,1296.85,37,35.05,Casual,White,0,Friday,Online,Sometimes,47,Footwear,1147,9,2021-04-23
CUST0420,41,Male,60649,8395.42,62,135.41,Sporty,Black,0,Wednesday,InStore,Sometimes,69,Accessories,1598,5,2022-09-28
CUST0421,41,Female,82059,10145.25,75,135.27,Sporty,Yellow,1,Wednesday,InStore,Sometimes,37,Electronics,2473,3,2020-11-27
CUST0422,42,Other,80685,7601.44,88,86.38,Sporty,White,0,Wednesday,Online,Sometimes,41,Footwear,1337,5,2023-09-14
CUST0423,45,Female,81123,6876.6,60,114.61,Sporty,White,1,Wednesday,InStore,Sometimes,58,Electronics,2841,3,2022-10-06
CUST0424,20,Female,27688,1988.1,94,21.15,Casual,Yellow,0,Friday,Online,Sometimes,13,Clothing,1918,8,2020-07-23
CUST0425,26,Other,70863,9297.0,60,154.95,Bohemian,Red,0,Saturday,Online,Rarely,84,Electronics,633,4,2022-07-07
CUST0426,30,Male,54521,5692.5,90,63.25,Formal,Blue,0,Monday,Online,Sometimes,42,Electronics,956,9,2023-10-13
CUST0427,44,Other,74576,3837.78,27,142.14,Sporty,Green,0,Wednesday,InStore,Sometimes,82,Beauty,890,9,2022-06-22
CUST0428,34,Female,99783,7294.86,54,135.09,Bohemian,Green,0,Saturday,InStore,Sometimes,47,Electronics,532,3,2023-02-06
CUST0429,36,Male,60003,6702.44,76,88.19,Sporty,Black,1,Wednesday,Online,Never,63,Electronics,5008,1,2023-07-29
CUST0430,63,Male,39598,2948.94,86,34.29,Vintage,Red,1,Sunday,Online,Often,56,Electronics,4194,3,2022-02-21
CUST0431,64,Female,42398,2008.3,38,52.85,Vintage,Red,1,Sunday,InStore,Sometimes,79,Home Decor,4554,5,2022-02-20
CUST0432,33,Male,83530,5501.88,34,161.82,Bohemian,Blue,0,Saturday,Online,Sometimes,80,Electronics,557,10,2024-03-31
CUST0433,54,Male,40506,396.36,12,33.03,Vintage,Red,0,Sunday,Online,Never,35,Accessories,1464,8,2020-09-12
CUST0434,21,Male,22955,628.72,29,21.68,Casual,White,0,Friday,Online,Rarely,64,Footwear,949,1,2020-09-24
CUST0435,37,Male,87641,3613.96,28,129.07,Sporty,Black,1,Wednesday,Online,Sometimes,25,Footwear,6351,1,2021-10-15
CUST0436,21,Male,32609,1416.36,66,21.46,Casual,Yellow,0,Friday,Online,Often,13,Beauty,1363,4,2022-07-11
CUST0437,57,Male,40227,2787.66,51,54.66,Vintage,Yellow,0,Sunday,InStore,Sometimes,16,Footwear,985,5,2024-02-21
CUST0438,31,Male,41706,6763.05,95,71.19,Formal,Red,0,Monday,InStore,Rarely,22,Footwear,1197,2,2023-11-04
CUST0439,63,Male,37965,356.84,11,32.44,Vintage,Green,1,Sunday,InStore,Rarely,12,Accessories,2683,8,2023-05-14
CUST0440,23,Female,21967,368.9,17,21.7,Casual,Yellow,0,Friday,InStore,Often,17,Electronics,476,6,2024-03-12
CUST0441,45,Female,94795,10727.64,54,198.66,Bohemian,Yellow,0,Saturday,Online,Sometimes,18,Footwear,1840,1,2020-11-22
CUST0442,62,Female,44336,3339.63,81,41.23,Vintage,Green,1,Sunday,Online,Rarely,45,Footwear,7774,5,2021-12-13
CUST0443,42,Other,75254,2467.08,18,137.06,Bohemian,Blue,1,Saturday,Online,Rarely,47,Electronics,111,9,2024-11-13
CUST0444,62,Other,36079,652.56,12,54.38,Vintage,Black,0,Sunday,Online,Never,69,Electronics,388,9,2025-02-05
CUST0445,63,Other,48070,1694.18,29,58.42,Vintage,Black,1,Sunday,Online,Rarely,13,Beauty,1192,1,2021-04-22
CUST0446,28,Male,41024,2785.3,35,79.58,Formal,White,0,Monday,Online,Sometimes,50,Home Decor,1003,9,2022-01-20
CUST0447,43,Female,78386,2805.44,16,175.34,Bohemian,Blue,0,Saturday,Online,Always,84,Electronics,1901,2,2024-11-27
CUST0448,63,Other,31989,2312.24,56,41.29,Vintage,Yellow,1,Sunday,InStore,Often,8,Beauty,4455,9,2024-04-12
CUST0449,19,Male,29958,411.73,19,21.67,Casual,Green,0,Friday,Online,Rarely,50,Accessories,395,9,2020-06-12
CUST0450,35,Other,45862,5938.11,81,73.31,Formal,Green,1,Monday,InStore,Often,74,Footwear,7615,7,2022-04-06
CUST0451,20,Female,25911,2493.6,80,31.17,Casual,Green,1,Friday,InStore,Sometimes,77,Electronics,5872,6,2024-04-06
CUST0452,35,Female,97684,8117.94,57,142.42,Bohemian,Yellow,1,Saturday,InStore,Rarely,31,Beauty,9039,4,2020-09-20
CUST0453,63,Female,48030,2401.98,42,57.19,Vintage,White,1,Sunday,InStore,Never,5,Footwear,9860,1,2023-06-05
CUST0454,29,Male,99174,5333.76,48,111.12,Bohemian,Black,0,Saturday,Online,Rarely,89,Footwear,1882,9,2024-06-24
CUST0455,42,Male,88699,12388.58,83,149.26,Bohemian,Red,0,Saturday,Online,Rarely,34,Footwear,1821,10,2025-01-28
CUST0456,29,Male,48396,2416.32,48,50.34,Formal,Green,1,Monday,InStore,Rarely,10,Home Decor,5419,8,2020-11-11
CUST0457,33,Other,58881,1409.32,22,64.06,Formal,Yellow,1,Monday,Online,Often,49,Clothing,1016,6,2024-02-23
CUST0458,50,Female,86776,5456.1,65,83.94,Sporty,Red,0,Wednesday,InStore,Often,2,Home Decor,1592,7,2023-12-30
CUST0459,22,Female,37182,335.7,15,22.38,Casual,Green,0,Friday,Online,Often,20,Clothing,1379,7,2023-03-17
CUST0460,63,Other,49501,2782.99,83,33.53,Vintage,Red,0,Sunday,Online,Often,19,Accessories,688,2,2020-11-04
CUST0461,60,Female,31615,3958.4,80,49.48,Vintage,Black,0,Sunday,Online,Sometimes,90,Accessories,1560,3,2024-12-22
CUST0462,59,Female,36491,3771.36,72,52.38,Vintage,Yellow,0,Sunday,InStore,Always,68,Accessories,496,2,2023-06-14
CUST0463,48,Other,74092,6162.84,51,120.84,Sporty,Green,0,Wednesday,Online,Sometimes,47,Footwear,390,6,2022-06-16
CUST0464,45,Female,81476,1915.55,13,147.35,Sporty,Blue,1,Wednesday,InStore,Always,57,Beauty,2489,8,2023-09-18
CUST0465,21,Female,26543,2667.5,97,27.5,Casual,Blue,0,Friday,Online,Never,80,Accessories,1779,5,2021-05-28
CUST0466,23,Female,23646,1259.79,49,25.71,Casual,White,0,Friday,Online,Often,28,Accessories,1119,9,2022-08-13
CUST0467,44,Other,75827,12531.2,89,140.8,Sporty,Blue,0,Wednesday,Online,Always,68,Clothing,523,3,2020-09-04
CUST0468,22,Other,26576,2422.53,99,24.47,Casual,Black,0,Friday,Online,Always,9,Electronics,1352,5,2020-06-14
CUST0469,49,Female,63535,1769.16,12,147.43,Sporty,Yellow,1,Wednesday,Online,Sometimes,13,Footwear,8040,10,2023-09-18
CUST0470,27,Other,76108,3542.7,35,101.22,Bohemian,White,0,Saturday,Online,Always,40,Footwear,1003,7,2023-01-05
CUST0471,26,Female,51363,7672.7,97,79.1,Formal,Black,1,Monday,Online,Always,65,Footwear,1115,5,2024-01-01
CUST0472,65,Female,30965,2534.49,81,31.29,Vintage,Blue,0,Sunday,Online,Sometimes,18,Clothing,1494,7,2022-02-02
CUST0473,44,Other,98596,17019.9,90,189.11,Bohemian,Blue,1,Saturday,Online,Rarely,40,Beauty,5495,8,2020-08-17
CUST0474,29,Male,76775,14207.61,93,152.77,Bohemian,Green,0,Saturday,InStore,Rarely,68,Accessories,880,3,2024-11-26
CUST0475,30,Other,80403,3587.4,18,199.3,Bohemian,Green,0,Saturday,Online,Often,19,Home Decor,60,6,2025-02-03
CUST0476,57,Other,39940,2125.86,66,32.21,Vintage,Yellow,1,Sunday,Online,Rarely,17,Accessories,529,10,2023-08-24
CUST0477,33,Other,89844,12741.98,82,155.39,Bohemian,Blue,0,Saturday,Online,Never,11,Home Decor,1597,8,2022-10-23
CUST0478,34,Other,59815,5535.6,70,79.08,Formal,Yellow,1,Monday,Online,Sometimes,61,Accessories,2783,4,2023-08-26
CUST0479,26,Female,53388,722.59,11,65.69,Formal,White,0,Monday,InStore,Always,27,Clothing,362,8,2024-06-24
CUST0480,40,Female,92539,8309.94,51,162.94,Bohemian,Blue,1,Saturday,Online,Never,49,Home Decor,5226,7,2025-05-01
CUST0481,43,Other,89457,13226.46,78,169.57,Bohemian,Yellow,0,Saturday,InStore,Sometimes,6,Accessories,1062,9,2022-12-17
CUST0482,62,Female,31286,3534.84,81,43.64,Vintage,Green,0,Sunday,Online,Sometimes,39,Footwear,944,3,2025-01-22
CUST0483,55,Other,31787,4785.34,98,48.83,Vintage,Blue,1,Sunday,InStore,Sometimes,65,Clothing,3045,10,2021-10-01
CUST0484,29,Female,82880,9822.66,62,158.43,Bohemian,White,0,Saturday,Online,Sometimes,26,Electronics,184,5,2022-11-08
CUST0485,47,Other,81252,4292.4,30,143.08,Sporty,Yellow,0,Wednesday,Online,Often,82,Footwear,174,9,2021-06-03
CUST0486,62,Male,46766,2759.68,88,31.36,Vintage,White,1,Sunday,Online,Rarely,43,Beauty,2559,3,2022-11-22
CUST0487,28,Female,41681,3681.09,63,58.43,Formal,Black,1,Monday,Online,Rarely,17,Accessories,157,10,2022-12-05
CUST0488,36,Female,75028,10696.69,73,146.53,Sporty,Green,0,Wednesday,InStore,Sometimes,28,Beauty,1350,8,2021-04-08
CUST0489,57,Other,44479,1134.2,20,56.71,Vintage,Green,0,Sunday,Online,Sometimes,80,Home Decor,1141,4,2022-08-07
CUST0490,20,Other,24858,494.87,17,29.11,Casual,Black,0,Friday,Online,Never,74,Beauty,611,6,2020-09-13
CUST0491,18,Male,23568,2041.2,63,32.4,Casual,Blue,1,Friday,InStore,Often,77,Beauty,9310,3,2022-09-22
CUST0492,62,Male,48971,2145.92,56,38.32,Vintage,Red,1,Sunday,Online,Always,9,Electronics,9118,2,2020-08-31
CUST0493,43,Other,64408,2329.25,25,93.17,Sporty,Black,1,Wednesday,InStore,Sometimes,90,Accessories,1053,2,2024-06-30
CUST0494,45,Female,87332,3073.77,21,146.37,Bohemian,Yellow,1,Saturday,Online,Often,34,Beauty,9523,10,2022-08-13
CUST0495,50,Other,64250,9216.24,88,104.73,Sporty,White,1,Wednesday,Online,Rarely,79,Accessories,4859,4,2021-03-16
CUST0496,19,Other,20785,2185.23,69,31.67,Casual,Red,0,Friday,InStore,Always,53,Clothing,683,6,2021-07-19
CUST0497,45,Other,76957,1185.47,11,107.77,Bohemian,Blue,1,Saturday,Online,Never,39,Beauty,9111,6,2021-06-03
CUST0498,19,Female,30921,2092.97,53,39.49,Casual,Yellow,0,Friday,InStore,Rarely,44,Home Decor,981,8,2022-10-19
CUST0499,20,Other,35777,1151.88,29,39.72,Casual,White,1,Friday,Online,Often,8,Beauty,5004,10,2024-09-28
